id|division|disease|name|composition|dose|indication
622|内科| 阳萎、遗精|羊肉粳米粥|羊肉100克、粳米100克、肉苁蓉12克。|先将肉苁蓉放于锅内煮汁，去筚取汁，后入羊肉、粳米煮粥，熟后加适量调料，空腹食用。每日1剂，7天为1个疗程。|适阳萎。
623|内科| 阳萎、遗精|酒制海虾|鲜海虾250克、米酒适量。|将海虾浸于米酒中泡10分钟，取出后上锅炒，熟后调味食用。每日1次。|适用阳萎。
624|内科| 阳萎、遗精|菟丝子粥|粳米100克、菟丝子50克(鲜品100克）、白糖适量。|先将菟丝子洗净捣烂，水煎，去渣取汁，入粳米煮粥，熟后放白糖。每日早、晚各服1次。10天为1个疗程。|适用阳萎。
625|内科| 阳萎、遗精|三子麻雀粥|麻雀5只、菟丝子40克、覆盆子12克、枸杞子25克、粳米100克。|先将菟丝子、覆盆子、枸杞子同放砂锅内煎煮，去渣取汁；将麻雀去毛及内脏，洗净用酒炒，然后与粳米、药汁加水适量煮粥，欲熟时加适量调料。每日2次，空腹温服。5天为1个疗程。|适阳萎、早泄。
626|内科| 阳萎、遗精|鹿胶姜片粥|粳米100克、生姜3片、鹿角胶20克。|先煮粳米作粥，沸后入鹿角胶、姜片共煮粥食。每日2次，5天为1个疗程。|适阳萎、早泄、腰痛。
627|内科| 阳萎、遗精|益肾壮阳粥|羊肾1只、羊肉100克、枸杞叶250克、粳米100克、葱白2茎、食盐少许。|将羊肾洗干净，去内膜切细，再把羊肉洗净切细；用枸杞叶煎汁去渣；同羊肾、羊肉、葱白、粳米一起煮粥，熟后入少许食盐，空腹温服。每日2次。|适阳萎腰痛、遗尿。
628|内科| 阳萎、遗精|杞乌凤卵|鸡蛋2只、何首乌60克、枸杞子15克。|上几味加水同煮，蛋熟后去壳再煮，去药渣，食蛋饮汤。每日1次，空腹食用。15天为1个疗程。|适肾虚阳萎。
629|内科| 阳萎、遗精|补肾羊肉粥|羊肾1只、羊肉150克、枸杞子30克、苫瓜子9克、葱白、生姜、食盐等调料适量、大米50克。|将羊肾剖洗干净，去筋膜切细，羊肉切碎，将枸杞子、苦瓜子煎汤去渣取汁；再同大米、羊肾、羊肉煮粥，熟后加调料服食。每日早、晚各食1次。|适肾虚阳萎。
630|内科| 阳萎、遗精|白矾红茶饮|红茶30克、白矾（玉米粒大）1块。|将白矶、红茶共用沸水冲泡，焖10分钟后饮服。每晚睡前服1次。|适阳萎、四肢不温。
631|内科| 阳萎、遗精|淡食麻雀|冬季麻雀5只。|将麻雀去毛皮内脏，煮熟后淡食。每日1次。|适用阳萎。
632|内科| 阳萎、遗精|清煮鸡肾|鸡肾30克。|将鸡肾水煮，每晚睡前服食。|适用阳萎。
633|内科| 阳萎、遗精|助阳清炖汤|活母鸡1只，硫磺2克。|将硫磺放入米饭中搅拌，喂母鸡，3周后将母鸡宰杀，用白水清炖，不加盐，食肉饮汤。|适用阳萎。
634|内科| 阳萎、遗精|鹿茸酒|鹿茸20克、冬虫夏草90克、高粱酒1500毫升。|将鹿茸、冬虫夏草浸于酒中泡10天。每晚酌情服20〜30毫升。|适男子阳萎、不育症。
635|内科| 阳萎、遗精|人参酒|白参50克、60°白酒500毫升。|将人参捣碎入酒瓶中密封，每天摇2次，20天后开始饮用。白酒随饮随加，每晚餐时服20毫升。连用20天。|适用阳萎。
636|内科| 阳萎、遗精|牛鞭壮阳汤|牛鞭1个、枸杞子30克、生姜5克。|将几味共放于锅中隔水炖至熟烂，食肉饮汤。每隔1天服1次，10天为1个疗程。|适肾虚阳萎。
637|内科| 阳萎、遗精|苦瓜子散|苦瓜种子15克、黄酒适量。|将苦瓜种子炒熟研末。每日3次，以黄酒送服。|适阳萎。
638|内科| 阳萎、遗精|二子壮阳丸|覆盆子、韭菜子等份。|上二味焙干研细末，水蜜为丸。每日2次，每次20克。温开水送服。|适用阳萎。
639|内科| 阳萎、遗精|酒炙清虾|牛虾（鲜活河虾）1Q0克、黄酒适量。|将虾用清水漂洗干净，滚热黄酒50毫升。将虾烫死后吃下，饮酒。每日1次，7犬为1个疗程。|适用阳萎。
640|内科| 阳萎、遗精|韭菜炒雀蛋|麻雀蛋10个，韭菜50克。|以韭菜炒麻雀蛋调味食用。每日1次，长期服用。|适用阳萎。
641|内科| 阳萎、遗精|酒韭生鲜虾|韭菜200克、鲜虾仁150克、生地20克、白酒50克。|将前三味入锅中炒熟，调味食用。饮酒。每日1次，半月为1个疗程。|适腰酸腹冷、滑精。
642|内科| 阳萎、遗精|茴香虾丸|生虾仁150克、山药20克、小茴香50克、生地20克。|将茴香、生地、山药共焙干研末，将虾仁捣烂，四味共和为丸，放锅内蒸热，以黄酒送服。分2次服完，半月为1个疗程。|适滑精不尽
643|内科| 阳萎、遗精|羊肾补虚丸|海参500克、羊肾10付、去筋猪脊髄10条、核桃仁100个、盐水炒杜仲、菟丝子各400克。地骨皮、巴戟肉、炒牛膝、龟版、枸杞子、鹿角胶(烊化)各200克。|上药除鹿角胶、猪脊髓外均研成细末，以鹿角胶、猪脊髄和为丸，每日2次，每次12克。以温酒送服。8天为1个疗程。|适肾阳虚遗精伴腰膝酸软。
644|内科| 阳萎、遗精|韭籽粳米粥|韭菜籽15克、粳米50克。|先煎韭菜籽、去渣取汁，入米煮粥，空腹食用。|适遗精。
645|内科| 阳萎、遗精|芡实粳米粥|芡实30克、粳米100。|先煎芡实，去渣取汁，入米作粥，每日1次，空腹食用。|适遗精、早泄。
646|内科| 阳萎、遗精|附子煨猪肾|猪肾1枚、附子末10克、白酒25毫升。|猪肾切开去筋及内膜，入附子末，以湿草纸包好煨熟，空腹温热服食。以白酒送下，每日1剂。|适遗精盗汗。
647|内科| 阳萎、遗精|鸡肠汁补肾汤|鸡肠1具、生牡蛎30克、益智仁12克。|上几味煲汤饮服。每无1次，上午服。|适遗精。
648|内科| 阳萎、遗精|桃仁炒韭白|韭菜白400克、核桃仁100克、麻油适量。|上二味用麻油炒熟，空腹食用。每日1次，连服1个月。|适腰膝冷痛，遗精梦泄。
649|内科| 阳萎、遗精|韭菜子丸|韭菜子600克、醋适量。|将韭菜子用醋煎1小时.焙干研细末，炼蜜为丸，梧桐子大，每日2次，每次20丸，空腹温酒送下。|适肾虚梦遗。
650|内科| 阳萎、遗精|酒煮百果|白果3粒。|白果以酒煮食。每日1次，连用5日为1个疗程。|适梦遗。，
651|内科| 阳萎、遗精|桃仁五味补肾方|核桃仁3个、五味子7粒、蜂蜜适量。|上几味于晚上入睡前嚼服。每日1次。|适肾虚遗精.
652|内科| 阳萎、遗精|茴香煨猪肾|猪肾1具、茴香6克。|猪肾洗净去筋及内膜，茴香炒研细末，湿草纸包好，煨熟，细嚼以温酒送服。每日1次。|适肾虚腰痛、遗精。
653|内科| 阳萎、遗精|韭菜籽粥|韭菜籽6克、核桃仁3个、薏米30克。炒车前子12克。|将韭菜籽炒黄，与另三味加水煮成粥，空腹食用。每日1次，服半月为1个疗程。|适用遗精。
654|内科| 阳萎、遗精|车前杜仲猪贤汤|猪肾1只、杜仲20克、车前草15克。|将车前草布包，猪肾洗净去筋及内膜与杜仲共放入砂锅内煮汤，调味后服。每日晨起空腹食用。|适用遗精。
655|内科| 阳萎、遗精|乌鸡散|乌鸡1只、姜120克、胡椒120克。|将鸡去毛及内脏，装入姜及胡椒蒸熟。鸡肉分2次服完；鸡骨焙黄研细末，每日服2次，每次3克。温黄酒冲服。|适用遗精。
656|内科| 阳萎、遗精|荷叶散|干荷叶30克。|将荷叶研成细末，早、晚各服3克。白开水送服。|适梦遗、滑精。
657|内科| 阳萎、遗精|莲子鸡蛋煎|鸡蛋1只、莲子肉10克、芡实9克、怀山药9克。|用煎莲子、芡实、山药的汤煮鸡蛋，加少许白糖调味，吃蛋饮汤，每日1次。|适肾虚遗精。
658|内科| 阳萎、遗精|桃仁骨脂膏|核排仁10克、补骨脂6克。|上二味共捣成泥，用淡盐水送服。每日1次。|适用遗精。
659|内科| 阳萎、遗精|猪脊甲鱼汤|甲鱼1只、猪脊髓200克、调料适量。|上二味加调料煮汤，每日1次，佐餐食用。|适肾虚遗精。。
660|内科|胆囊炎、胆结石(胁痛）|玉米须煎|玉米须50克。|上品水煎，每日1剂，两煎，分3次服。|适于胆囊炎有水肿者。
661|内科|胆囊炎、胆结石(胁痛）|鱼肉清胆方|生泥鳅2条。|生泥鳅取其背上肉、切细。每次吞服1条泥鳅背肉，每日2次，温开水送服。 |适于胆囊炎。
662|内科|胆囊炎、胆结石(胁痛）|清炖米须蚌肉|玉米须80克、蚌肉2000克。|将两味放于瓦锅内，用文火炖至烂熟，每隔1日服1次。|适于胆囊炎。
663|内科|胆囊炎、胆结石(胁痛）|绿豆胆砂散|绿豆100粒、猪苦胆1个、望月砂10粒、红糖适量。|将绿豆，望月砂同装入猪苦胆内，风干100天。取出研细面。分100次服。每日1次，用红糖水送服。|适于胆囊炎、胆石症。
664|内科|失眠(神经衰弱）|花生叶散|落花生叶(花生叶）。|将上味焙干轧成细面，每晚睡前服15克。温开水送服。|失眠症。
665|内科|失眠(神经衰弱）|胡桃黑芝麻散|核桃仁50克、黑芝麻50克、桑叶50克(干品)。|将核桃仁，黑芝麻共捣成泥末，桑叶焙干轧细，三味一起搅匀，每日服2次，每次服15克。|适于失眠，体虚便秘者。
666|内科|失眠(神经衰弱）|归参猪心汤|猪心1个、人参50克、当归50克。|将猪心带白破开，将人参、当归装入猪心内煮熟，去二味药，食用猪心。|失眠症而气血虚弱者。
667|内科|失眠(神经衰弱）|桃仁糖酒糊|核桃仁65克、黄酒50克、白糖50克。|将核桃仁捣烂，与黄酒，白糖加水1碗共煎20分钟，每日服1剂。|适于失眠症。
668|内科|失眠(神经衰弱）|佛手丹桃痛|核桃仁50克、佛手片6片、白糖50克、丹参15克。|先将怫手，丹参煎汤，再将桃仁用白糖捣成泥，入汤药中，用小火再煎15分钟。温服。每日服2次，连服10天为1个疗程。可服数个疗程。|适于失眠症。
669|内科|失眠(神经衰弱）|丹参红糖饮|丹参60克、红糖60克。|上两味加水文火煎1小时，每晚服1剂，连服数剂。|适于血虚血瘀失眠。
670|内科|失眠(神经衰弱）|酸枣仁散|酸枣仁20粒。|将上品炒至半生半熟状，捣碎，每晚睡前服之。|适于肝血不足失眠症。
671|内科|失眠(神经衰弱）|枣仁金针菜散|酸枣仁20粒、黄花菜(金针菜)20根。|将上二味炒至半熟，研成细末，每晚睡前服1剂。|适于肝血亏之失眠。
672|内科|失眠(神经衰弱）|丹参树根饮|丹参10克、酸枣树根50克。|将上二味水煎，每晚睡前服1付，连服半个月。|适于血虚有热心烦失眠。
673|内科|失眠(神经衰弱）|桑椹蜂蜜煎|鲜桑椹1000克（干品500克）、蜂蜜300克。|将桑椹水煎，每30分钟取液1次，再加水煎，共取液3次。将3液合并，以文火再煎，浓缩至粘稠时再加蜂蜜，1沸即停火，装好备用。每日服2次，每次20毫升。以白开水冲服。连服1周为1个疗程。可服数个疗程。|适于阴血不足之失眠，便秘者。
674|内科|失眠(神经衰弱）|酸浆草煎|酢浆草(酸浆草）500克、松针100克、大枣60克。|将酢浆草，松针加水共煎，水量为1升。另将大枣加适量水煎，二剂煎好分别去渣取汁，合并加适量糖备用。每日3次，每次服汁20毫升。可连服数付。|适于失眠症。
675|内科|失眠(神经衰弱）|茯苓粳米粥|白茯苓去皮15克研末、粳米80克。|先将米煮粥，半熟时下茯苓粉，候熟空腹食用。每天1次，连服半月。|适于心脾两虚失眠。
676|内科|失眠(神经衰弱）|枣仁小米粥|小米100克、枣仁面15克、蜂蜜30克。|将小米煮粥，半熟时入枣仁面，煮熟搅匀。食用时入蜂蜜，每日空腹食用2次。|适于体虚之失眠症。
677|内科|失眠(神经衰弱）|枸杞大枣鸡蛋汤|枸杞子20克、大枣10枚、鸡蛋2枚。|将上三味放于砂锅内共煮，蛋半熟时去壳再煮，食鸡蛋饮汤，每日1次，空腹食之连服数天。|适于血虚之失眠症。
678|内科|失眠(神经衰弱）|葱枣汤|红枣20枚、连须葱白7根。|将枣用水泡发，上火煎20分钟，再加入葱白。继续用文火煎20分钟，吃枣饮汤。每日1次，连服数天。|适于一般失眠症。
679|内科|失眠(神经衰弱）|睡菜饮|睡菜(醉草)叶6克。|上味开水冲泡，每晚睡前冷服1次。连服数剂。|适于一般失眠症。
680|内科|失眠(神经衰弱）|莲根煎子|睡莲根25克(鲜品加倍)，。|上味水煎去渣，每晚睡前温服1次，连服数剂。|适于一般失眠症。
681|内科|失眠(神经衰弱）|沙参玉竹粳米粥|沙参15克、玉竹15克、粳米50克。|将沙参、玉竹共煎汁，去渣取汁，用药汁同米共煮粥。每日食用1次，连服数剂。|适于阴虚火旺失眠。
682|内科|失眠(神经衰弱）|百莲猪肉汤|莲子30克、百合30克、瘦猪肉250克。|将上三味共置砂锅内煮汤，淡调味后食用。每日食1次，空腹食用。连服数剂。|适于心脾亏虚失眠。
683|内科|失眠(神经衰弱）|磁石粳米粥|磁石50克、粳米80克。|将磁石置于砂锅内水煎1小时，去渣取汁入粳米煮作粥食。每晚睡前温服。|适于阴虚阳亢致失眠心悸。
684|内科|失眠(神经衰弱）|磁石猪肾汤|磁石40克1猪腰(去内膜)1只。|将磁石放入砂锅内水煎40分钟，去渣取汁，将药汁与猪腰共煮1小时，晚睡前温服。|适于肾亏阳亢之失眠.
685|内科|失眠(神经衰弱）|夜交藤粥|粳米50克、夜交藤50克、大枣5枚。|将夜交藤水煎40分钟，去渣取汁，用药汁与粳米、大枣共煮成粥，每晚睡前1小时温服。服10天为1个疗程。|适于脾虚血亏之失眠。
686|内科|失眠(神经衰弱）|玫瑰羊心|玫瑰花15克（鲜品加倍）、羊心500克、食盐20克。|将玫瑰花与食盐共水煎10分钟，待冷备用。将羊心切成小片状，穿在烤签上(竹签也可以)边烤边蘸玫瑰盐水，反复在明火上炙烤。烤熟即食。|适于失眠。
687|内科|失眠(神经衰弱）|龙眼安眠方|龙眼肉500克、白糖50克。|将龙眼肉上锅蒸1小时，晾干，再蒸，反复3次，拌白糖后备用。每3服两次，每次服5粒，连服1周。|适于气血亏之失眠心悸健忘。
688|内科|失眠(神经衰弱）|枸杞鹌鹑蛋|枸杞子10克、鹌鹑蛋12枚、核桃仁15克、蕃茄酱适量。|将核桃仁放入盐水中浸泡，枸杞子用清水浸泡后上蒸笼蒸5分钟，鹌鹑蛋用文火煮熟，去壳撒上干粉，与核桃仁一起放入油锅内炸成金黄，用枸杞子，蕃茄酱等调味即可食用。每隔1天食用1次。空腹食用。连服半个月。|适于阴血亏虚之失眠。
689|内科|失眠(神经衰弱）|补血猪脑方|淮山药30克、枸杞子10克、猪脑1个。|将几味同放于砂锅内炖服。每日1剂，分早、晚2次服。连服数剂。|适于脾虚血亏之失眠。
690|内科|癫痫|钩藤糖醋煎子|钩藤50克、木耳50克、冰糖100克、醋500克。|先将钩藤放醋内煮3开，去钩藤。将木耳洗净泡开，放入醋内煎。然后入冰糖煎3开。每日3次，5日内服完，温服。|适于癲痫。
691|内科|癫痫|硼枣丸|硼砂0.6克、大枣6枚。|上二味同时食服。每日3次，连服3个月为1个疗程。|适于癫痫。注意硼砂有小毒，勿过量。
692|内科|癫痫|麻根蛋卵|红茎红蓖麻根100克、鸡蛋2个、黑醋适量。|先将鸡蛋煮1沸去壳，与蓖麻根同放入黑醋中共煎1小时。食蛋，每日1次，空腹服用。可连服数剂。|适用于癩痫。
